player_name,position,team,blended_ppg,shrunk_ppg,total_games
Jalen Moreno-Cropper,WR,DAL,0.0,3.6421216481165346,2
Coleman Owen,WR,IND,0.0,3.6421216481165346,2
Chris Evans,RB,CIN,0.7000000000000001,3.64133678715671,3
Kyle Allen,QB,DET,0.10966666666666663,3.631439855757307,9
Nick Muse,TE,MIN,3.2000000000000006,3.618094033969454,1
Brandon Bolden,RB,LV,1.8199999999999998,3.615639189491853,5
Jimmy Horn Jr.,WR,CAR,2.87,3.6148108240582673,10
Ty Chandler,RB,MIN,3.3377380952380955,3.6107022622376292,33
Chase Claypool,WR,CHI,2.9291666666666663,3.6092827363685656,11
Irv Smith,TE,CIN,3.55,3.601666139861636,10
Aaron Shampklin,RB,PIT,0.5666666666666668,3.5968923427122657,3
Elijah Cooks,WR,JAX,1.7000000000000004,3.593697318493228,4
Moliki Matavao,TE,NO,3.0,3.589522605398025,1
Foster Moreau,TE,NO,3.5706112637362635,3.5873491364831347,36
Dante Pettis,WR,NO,3.1015625,3.5800896902241943,16
Jack Bech,WR,LV,3.0285714285714285,3.5768486592466138,14
Khalil Herbert,RB,NYJ,3.2357142857142858,3.566824443659129,28
Roschon Johnson,RB,CHI,3.2891538461538463,3.562581546341029,34
Darrynton Evans,RB,CHI,2.208571428571429,3.548617775723877,7
Adam Trautman,TE,DEN,3.515769230769231,3.537270123543623,42
K.J. Osborn,WR,NE,3.16875,3.530338328033296,22
Ray-Ray McCloud,WR,ATL,3.2999999999999994,3.5277310532910304,35
Casey Washington,WR,ATL,2.3750000000000004,3.5201517834563294,7
Mitchell Evans,TE,CAR,3.442857142857143,3.516332911889309,14
Cedrick Wilson Jr.,WR,MIA,3.2474032634032635,3.515529752417505,30
Treylon Burks,WR,WAS,3.149166666666667,3.514951423271391,22
Nick Bawden,RB,NYJ,1.9166666666666667,3.514335923700866,6
Alex Armah,RB,WAS,1.075,3.497203108441039,4
Kyle Juszczyk,FB,SF,3.7583928571428573,3.456751214742704,41
Cordarrelle Patterson,RB,PIT,3.053076923076923,3.4515791664946276,25
Cody White,WR,SEA,2.6062499999999997,3.449967074058267,10
Terrell Jennings,RB,NE,2.2020833333333334,3.449192696505504,8
Elijah Higgins,TE,ARI,3.4116470588235295,3.4454588115754685,43
Ramel Keyton,WR,LV,0.5666666666666668,3.4263303538813643,3
Dwayne Washington,RB,DEN,0.0,3.4080034538233765,3
Chris Blair,WR,ATL,0.50625,3.4061914649924754,3
Konata Mumpfield,WR,LA,2.52,3.3960608240582673,10
Jeff Wilson,RB,MIA,2.7441269841269844,3.389911946838279,16
Cole Fotheringham,TE,LV,1.6000000000000003,3.3895226053980254,1
Erik Ezukanma,WR,MIA,0.44000000000000006,3.3841081316591417,3
Keith Kirkwood,WR,NO,2.1,3.372074860379406,7
Cody Thompson,WR,TB,0.4,3.3707747983258085,3
Richie James,WR,KC,2.377777777777778,3.3691315456621522,9
Deuce Vaughn,RB,DAL,2.4160000000000004,3.367531240259435,11
Beaux Collins,WR,NYG,1.125,3.363697318493228,4
Dylan Drummond,WR,ATL,1.8666666666666665,3.3614144320776895,6
Tyler Badie,RB,DEN,2.8078125,3.3608187433764156,19
Drake Dabney,TE,GB,1.3,3.3466654625408827,1
Hayden Hurst,TE,LAC,3.1958730158730164,3.330028476897929,16
Davis Allen,TE,LA,3.2461904761904763,3.3218909156374283,29
Clayton Tune,QB,GB,0.7395333333333334,3.320975324720681,13
James Mitchell,TE,CAR,2.7571428571428576,3.3155229666357604,4
Isaiah Spiller,RB,LAC,2.111111111111111,3.3114687389606927,9
David Wells,TE,TB,1.0,3.3038083196837396,1
Keleki Latu,TE,BUF,2.5,3.291850915309575,3
Scott Miller,WR,PIT,2.825909090909091,3.260963328033296,22
Efton Chism III,WR,NE,2.0625,3.259783798923734,8
Zach Evans,RB,LA,0.47500000000000003,3.257203108441039,4
Jaylin Lane,WR,WAS,2.6133333333333337,3.2541415802348705,15
Jordan Whittington,WR,LA,2.9187499999999997,3.2508778052837792,29
Lawrence Cager,TE,NYG,2.7199999999999993,3.247878021616925,5
Terrace Marshall Jr.,WR,LV,2.4970000000000008,3.2419985886806466,13
Jalen Virgil,WR,BUF,0.0,3.237441464992475,3
Dalen Cambre,WR,NYG,0.0,3.237441464992475,3
David Moore,WR,CAR,2.8320000000000003,3.2368324394977432,24
Cole Turner,TE,WAS,2.875,3.223332731270441,8
Elijah Arroyo,TE,SEA,2.9923076923076923,3.2119293809361142,13
Chris Brooks,RB,GB,2.8193404634581105,3.1911239311246438,31
Dalvin Cook,RB,DAL,2.462857142857143,3.1853520622783944,16
Mason Tipton,WR,NO,2.589583333333333,3.1808647761564757,17
Nick Vannett,TE,TEN,2.9450000000000003,3.1795609598834833,13
Alex Erickson,WR,NE,2.2600000000000002,3.1762925402901345,11
Brycen Hopkins,TE,LA,2.56,3.1751507488896524,5
Travis Vokolek,TE,ARI,0.0,3.1609511768265968,1
Henry Pearson,TE,GB,0.0,3.1609511768265968,1
Tre' McKitty,TE,LAC,0.0,3.1609511768265968,1
Hayden Rucci,TE,MIA,0.0,3.1609511768265968,1
Tyler Kroft,TE,MIA,0.0,3.1609511768265968,1
Baylor Cupp,TE,KC,0.0,3.1609511768265968,1
Stephen Anderson,TE,LAC,0.0,3.1609511768265968,1
Parker Hesse,TE,ATL,0.0,3.1609511768265968,1
Thomas Fidone II,TE,NYG,0.0,3.1609511768265968,1
Darrell Daniels,TE,DET,0.0,3.1609511768265968,1
Sal Cannella,TE,CLE,1.55,3.1533322797232723,2
Cade Stover,TE,HOU,2.9916666666666667,3.1523073681199816,20
Pierre Strong,RB,CLE,2.7446153846153845,3.150453635378758,29
Savion Williams,WR,GB,2.291666666666667,3.1464985102740153,12
Kalel Mullings,RB,TEN,0.17500000000000002,3.137203108441039,4
Drew Sample,TE,CIN,3.0431926406926406,3.1331345568235784,37
Jermaine Burton,WR,CIN,1.8375000000000001,3.131212370352306,8
Brevin Jordan,TE,HOU,2.8460000000000005,3.1265921243214545,12
Kenny McIntosh,RB,SEA,2.0363636363636366,3.121884181435906,11
Byron Pringle,WR,WAS,2.3153846153846156,3.1177354307859098,13
Trenton Irwin,WR,CIN,2.536666666666667,3.1165405493721785,18
Grant Calcaterra,TE,PHI,2.978222222222222,3.1072320678117022,27
Dan Chisena,WR,CAR,1.005,3.105633925902934,5
Dont'e Thornton Jr.,WR,LV,2.1363636363636362,3.096292540290134,11
Jalen Reagor,WR,LAC,2.4314285714285715,3.0927195603540647,16
Ja'Lynn Polk,WR,NE,2.3357142857142854,3.0918486592466135,14
Carson Steele,RB,KC,2.146153846153846,3.0827384781268625,13
Robbie Ouzts,RB,SEA,0.0,3.067203108441039,4
Josh Whyle,TE,GB,2.9348888888888887,3.060370136234801,30
Nyheim Hines,RB,LAC,-0.03333333333333333,3.0538697751077057,4
Myles Gaskin,RB,SEA,0.5625,3.0440482804009443,5
Colton Dowell,WR,TEN,0.325,3.0436973184932277,4
Evan Hull,RB,NO,1.2476190476190478,3.0311818782879794,7
Dallin Holker,TE,NO,1.7000000000000002,3.0251842486429084,3
Austin Trammell,WR,JAX,2.525333333333333,3.024796661366629,22
Jeremy Ruckert,TE,NYJ,2.907714285714286,3.0140863885211147,38
Mo Alie-Cox,TE,IND,2.8858116883116884,2.9977137373329916,37
Ben Sinnott,TE,WAS,2.711507936507936,2.977762964632416,16
Zaire Mitchell-Paden,TE,BAL,1.5250000000000001,2.9668509153095752,3
Ryan Miller,WR,TB,2.3249999999999997,2.957790549372178,18
Luke Schoonmaker,TE,DAL,2.840595238095238,2.9561199383046644,38
Zach Davidson,TE,BUF,0.75,2.953332279723272,2
Stone Smartt,TE,NYJ,2.785,2.9491411587207934,27
Rakim Jarrett,WR,TB,2.1764285714285716,2.9420667503028977,15
Jelani Woods,TE,NYJ,0.7,2.940832279723272,2
E.J. Jenkins,TE,PHI,1.4437499999999999,2.939767581976242,3
Randall Cobb,WR,NYJ,1.6555555555555557,2.9357982123288187,9
Ke'Shawn Vaughn,RB,SF,0.752,2.9320025903675324,6
Hunter Long,TE,JAX,2.675974025974026,2.918806589251707,19
Jermaine Jackson,WR,NO,-0.025,2.903697318493228,4
Brenden Bates,TE,CLE,2.0865384615384617,2.8871574172514123,6
Malachi Corley,WR,CLE,2.185833333333333,2.882440863112997,17
Donovan Peoples-Jones,WR,CLE,2.035714285714286,2.881848659246614,14
Jason Brownlee,WR,KC,1.185714285714286,2.8797671680717136,7
Andre Baccellia,WR,ARI,0.5,2.8760884713574795,5
Charlie Kolar,TE,BAL,2.723529914529915,2.8757793553353537,32
Isaac Guerendo,RB,SF,2.2546874999999997,2.8458566753244963,23
Lucas Krull,TE,DEN,2.5724285714285715,2.8401120437971614,19
Samori Toure,WR,NO,1.4928571428571429,2.838179164709771,9
Allen Robinson,WR,DET,2.2533333333333334,2.8317397475900843,21
Jonathan Ward,RB,PIT,0.55,2.8310025903675324,6
KeAndre Lambert-Smith,WR,LAC,1.61,2.8273108240582676,10
Jared Wiley,TE,KC,1.075,2.8168509153095753,3
Jamari Thrash,WR,CLE,1.9421875,2.8163799092466135,14
Chris Collier,RB,BAL,0.45000000000000007,2.7810025903675326,6
Collin Johnson,WR,CHI,1.0,2.7797671680717135,7
Nikola Kalinic,TE,CHI,0.0,2.765832279723272,2
Princeton Fant,TE,DAL,0.0,2.765832279723272,2
Jordan Matthews,TE,CAR,0.0,2.765832279723272,2
Johnny Mundt,TE,JAX,2.6100714285714286,2.764029277770419,36
Blake Bell,TE,KC,1.9428571428571428,2.748204479829706,7
Johnny Wilson,WR,PHI,1.48,2.7460608240582673,10
MyCole Pruitt,TE,PIT,2.411428571428571,2.744388867481386,17
Nate Adkins,TE,DEN,2.518,2.7373330699308176,26
River Cracraft,WR,WAS,1.7193333333333334,2.7099108693824006,13
Marquise Goodwin,WR,CLE,1.3999999999999997,2.696060824058267,10
Boston Scott,RB,PHI,1.4833333333333334,2.692890615800577,12
Xavier Weaver,WR,ARI,1.2232142857142858,2.6763934504240567,9
Anthony Firkser,TE,DET,1.6625,2.6751381864821813,6
Gary Brightwell,RB,CIN,0.58,2.6716946988007995,7
Dameon Pierce,RB,HOU,2.1504761904761907,2.6581668745205693,29
Bryce Ford-Wheaton,WR,NYG,0.0,2.6488157440847524,5
Montrell Washington,WR,KC,0.0,2.6488157440847524,5
Matthew Slater,WR,NE,0.0,2.6488157440847524,5
Keaontay Ingram,RB,KC,0.8,2.648002220315028,8
John Shenker,TE,LV,0.5666666666666668,2.647406470865131,3
Justyn Ross,WR,KC,0.7533333333333334,2.6469466552512007,7
Will Mallory,TE,IND,2.2993506493506493,2.6325728230179406,19
Cam Grandy,TE,CIN,1.5750000000000002,2.6313881864821815,6
Bryce Oliver,WR,TEN,1.2890625,2.626724886558267,10
Parris Campbell,WR,DAL,1.733,2.6253320564253464,15
Joseph Fortson,TE,KC,0.5,2.6251842486429084,3
Kenny Yeboah,TE,NYJ,1.9857142857142858,2.6239875684330647,10
Isaiah McKenzie,WR,IND,1.5846153846153848,2.6177354307859093,13
Jonathan Mingo,WR,DAL,2.217820512820513,2.6135717655207427,34
Jaheim Bell,TE,NE,1.0,2.6126658237786176,4
Javon Baker,WR,NE,0.3666666666666667,2.61141443207769,6
Carter Runyon,TE,LV,0.43333333333333335,2.6029620264206863,3
JaMycal Hasty,RB,NE,1.44,2.5995805833900203,13
Quintin Morris,TE,JAX,2.2934545454545456,2.5819349235600253,23
Brandon Powell,WR,MIN,2.1546323529411766,2.570252329025413,33
Hunter Luepke,RB,DAL,2.1518571428571427,2.5555136934768594,38
Ben Sims,TE,MIN,2.0183333333333335,2.545525872164185,13
Simi Fehoko,WR,ARI,1.62,2.544617770711061,15
Jalin Hyatt,WR,NYG,2.062025641025641,2.5410204792764532,29
Dare Ogunbowale,RB,HOU,2.1443650793650795,2.540050426214411,39
Elijah Mitchell,RB,KC,1.233766233766234,2.526512549422511,12
Jalen Brooks,WR,DAL,1.8211111111111113,2.521507515659789,20
LeQuint Allen Jr.,RB,JAX,1.55,2.5214559583822904,16
Xavier Smith,WR,LA,2.0527901785714286,2.520018848390976,30
George Holani,RB,SEA,1.2874999999999999,2.4952384781268626,13
Ronnie Rivers,RB,LA,1.745,2.493223373496681,21
Joshua Kelley,RB,TEN,1.618823529411765,2.4921189422425902,18
Braxton Berrios,WR,HOU,1.9362500000000002,2.483733537029134,26
Kaleb Johnson,RB,PIT,0.8800000000000001,2.4670019427756493,10
Luke Farrell,TE,SF,2.2490384615384613,2.459585472966642,35
Tanner Conner,TE,MIA,1.8453125,2.459467124321454,12
Isaiah Williams,WR,NYJ,1.8303030303030305,2.45634285799662,23
Kadarius Toney,WR,CLE,1.5507692307692307,2.4522400398745443,16
Mike Boone,RB,CAR,1.2991111111111113,2.4429793319982975,14
Jordan Mims,RB,TEN,0.9787499999999999,2.437545946141788,11
Jake Bobo,WR,SEA,1.9553571428571432,2.4257579625271273,31
Tom Kennedy,WR,DET,0.7916666666666666,2.417464878995485,9
Miles Boykin,WR,PIT,0.5875,2.4169266560665914,8
Laviska Shenault Jr.,WR,SEA,1.597,2.4117905493721783,18
John Bates,TE,WAS,2.198128205128205,2.401262046196772,38
Mecole Hardman,WR,BUF,1.6950000000000003,2.3974804883308254,21
Ian Thomas,TE,LV,1.9905555555555554,2.382221898034511,20
Hassan Haskins,RB,LAC,1.655681818181818,2.3707832035376626,23
Tyler Goodson,RB,IND,1.814761904761905,2.3643024507574317,30
Godwin Igwebuike,RB,PIT,0.0,2.3593870064931073,7
British Brooks,RB,HOU,0.6468750000000001,2.3212988177756495,10
Jack Westover,TE,NE,0.25,2.3126658237786177,4
Ben VanSumeren,RB,PHI,0.19999999999999998,2.305145077457885,8
Brycen Tremayne,WR,CAR,1.4000000000000001,2.3016075297796643,17
Ty Montgomery,WR,NE,0.9,2.296292540290134,11
Tyler Scott,WR,CHI,1.3911538461538462,2.2950690682412027,17
Gage Larvadain,WR,CLE,1.1076923076923078,2.291419641312225,13
Giovanni Ricci,TE,DET,0.17142857142857143,2.281237252350046,4
Eric Tomlinson,TE,LAC,0.5800000000000001,2.2751507488896525,5
Peyton Hendershot,TE,KC,1.602,2.260666223041378,13
Trayveon Williams,RB,CLE,1.6241666666666665,2.2583191237700118,27
Julian Hill,TE,MIA,2.0056103896103896,2.251781021320727,35
Velus Jones Jr.,WR,NO,1.4670940170940172,2.249186674108178,20
Trey Sermon,RB,PIT,1.5835000000000001,2.245094721387825,26
Arian Smith,WR,NYJ,1.0384615384615385,2.2440512202595935,13
Tip Reiman,TE,ARI,1.4546874999999997,2.242836513987422,11
Teagan Quitoriano,TE,ATL,0.5047619047619049,2.2409516146905184,5
Kylen Granson,TE,PHI,2.035416666666667,2.2377464266214866,43
John FitzPatrick,TE,GB,1.6521212121212123,2.2337369723621125,15
Ashton Dulin,WR,IND,1.5955128205128204,2.2266062483146056,25
Nick Kallerup,TE,SEA,0.0,2.2126658237786176,4
Justin Shorter,TE,LV,0.0,2.2126658237786176,4
Payne Durham,TE,TB,1.7850000000000001,2.192737794206649,22
Tylan Wallace,WR,BAL,1.6365909090909092,2.18851741567339,29
Geoff Swaim,TE,CLE,1.31,2.1492151904580106,11
Andrew Ogletree,TE,IND,1.8738636363636365,2.1459505468537454,34
Durham Smythe,TE,CHI,1.8722527472527477,2.14458129110949,34
Jesper Horsted,TE,LV,0.27999999999999997,2.1387871125260163,5
Rasheen Ali,RB,BAL,1.2408333333333332,2.1341806827337333,20
Ben Yurosek,TE,MIN,0.5666666666666667,2.1272215198155147,6
KhaDarel Hodge,WR,ATL,1.6244967532467531,2.121676052360901,33
Craig Reynolds,RB,DET,1.38375,2.105347776916464,25
Tim Jones,WR,JAX,1.27725,2.1031528148050875,20
Trevon Wesco,TE,TEN,0.5166666666666667,2.1022215198155147,6
Harrison Bryant,TE,HOU,1.7200000000000002,2.100859943154393,25
Laquon Treadwell,WR,IND,0.24761904761904766,2.091036307566914,9
Tahj Brooks,RB,CIN,0.5333333333333333,2.0595572824672437,12
Mitchell Wilcox,TE,CIN,1.2166666666666666,2.040369902099232,12
Chase Edmonds,RB,WAS,0.8725274725274726,2.0287486656749976,16
DJ Turner,WR,LV,1.1775,2.0264220455743183,20
Will Shipley,RB,PHI,1.3234203296703295,2.012253938954827,27
C.J. Uzomah,TE,PHI,0.9900000000000001,2.001666139861636,10
Jacob Cowing,WR,SF,0.8466666666666666,1.9922368183301082,15
Ke'Shawn Williams,WR,CIN,0.4166666666666667,1.9835474422509183,11
Gunner Olszewski,WR,NYG,1.3548611111111115,1.9727377734130411,28
Alec Ingold,FB,MIA,2.085060606060606,1.9701393925518926,30
Tucker Fisk,TE,LAC,1.1446428571428573,1.9477376516128064,13
Stephen Sullivan,TE,CAR,0.9800000000000001,1.9356857786933048,11
Brevyn Spann-Ford,TE,DAL,1.5443181818181817,1.9340378529356692,27
Trevor Etienne,RB,CAR,0.8058823529411765,1.929218742800452,17
Jack Stoll,TE,NO,1.3955555555555557,1.9245295903422037,20
Tai Felton,WR,MIN,0.4583333333333333,1.9242762880517932,12
James Proche,WR,TEN,1.2116666666666667,1.9170528984386754,25
Jamal Agnew,WR,ATL,1.098701298701299,1.903871491298602,22
Deven Thompkins,WR,ATL,1.2789747899159665,1.8922069169284375,29
Patrick Ricard,RB,BAL,1.008857142857143,1.8881031509738404,22
Connor Heyward,FB,PIT,1.9457142857142857,1.8739515517091603,40
Jacob Saylors,RB,DET,0.1,1.8689430049653173,11
Trent Sherfield,WR,ARI,1.22004662004662,1.8617140748893424,28
Jakob Johnson,RB,HOU,0.05500000000000001,1.8398253579064938,11
Dee Eskridge,WR,MIA,0.9326363636363636,1.838065402217675,20
Kevin Rader,TE,TEN,0.2285714285714286,1.825127556752783,7
Mason Kinsey,WR,TEN,0.8050000000000002,1.8177905493721784,18
Skyy Moore,WR,SF,1.261447963800905,1.8144809228297984,33
Eric Saubert,TE,SEA,1.3419444444444444,1.8111108301484282,24
Pharaoh Brown,TE,ARI,1.3686363636363639,1.8034751153853636,26
Ross Dwelley,TE,DET,0.67,1.801666139861636,10
Josiah Deguara,TE,ARI,1.3036507936507937,1.796918154888084,23
Blake Whiteheart,TE,CLE,1.0827380952380952,1.7932030800725318,16
Alex Bachman,WR,LV,0.6393181818181818,1.7893665497283266,16
Deonte Harty,WR,BAL,0.9,1.7791471549974918,21
Britain Covey,WR,PHI,1.0666666666666667,1.7771970786958002,26
Raheem Blackshear,RB,CAR,0.9711111111111113,1.7725744794254248,25
Derius Davis,WR,LAC,1.3340320855614975,1.7653133237566667,43
Robert Tonyan,TE,KC,0.9214285714285715,1.7513329118893088,14
Ben Skowronek,WR,PIT,1.2555608974358974,1.7465519838067358,38
Charlie Woerner,TE,ATL,1.3282857142857143,1.7327698272020542,29
Trent Taylor,WR,SF,0.6246666666666667,1.7285350660115482,17
D'Ernest Johnson,RB,ARI,1.0966666666666667,1.7144110534464203,33
Rod Williams,TE,PIT,0.0,1.7020506336758598,7
Nikko Remigio,WR,KC,0.6975,1.695578927397291,19
Zach Pascal,WR,ARI,0.23600000000000004,1.6949985886806462,13
Jha'Quan Jackson,WR,TEN,0.10833333333333334,1.6909429547184598,12
David Martin-Robinson,TE,TEN,0.8886363636363637,1.688390652015792,15
Jaelon Darden,WR,CLE,0.09999999999999999,1.6853873991629043,12
Kameron Johnson,WR,TB,0.753860294117647,1.6654829393112172,21
Dareke Young,WR,SEA,0.425,1.6334987811332853,16
C.J. Ham,FB,MIN,1.6666666666666665,1.617369695456059,27
Sione Vaki,RB,DET,0.36874999999999997,1.606120916713495,17
Steven Sims,WR,ARI,0.28717948717948716,1.5926031186964087,15
Michael Burton,FB,DEN,1.635909090909091,1.586176173826174,23
Sean McKeon,TE,DAL,0.0,1.5804755884132984,8
Eric Gray,RB,NYG,0.7164285714285714,1.5671853345201507,25
Marcedes Lewis,TE,DEN,0.502,1.5639254576547876,12
Chris Manhertz,TE,NYG,0.7653571428571428,1.4667377580828758,19
Irvin Charles,WR,NYJ,0.0,1.4568486592466139,14
LaJohntay Wester,WR,BAL,0.0,1.4568486592466139,14
Anthony Gould,WR,IND,0.30241477272727274,1.3953141546700183,19
Kene Nwangwu,RB,NYJ,0.2775,1.3931550417080922,20
Cameron Latu,TE,PHI,0.0,1.382916139861636,10
Xavier Gipson,WR,NYJ,0.8109803921568628,1.3386128015479737,40
Myles Price,WR,MIN,0.0,1.3244078720423762,16
Reggie Gilliam,RB,BUF,0.30018181818181816,1.2957314793997314,23
Ihmir Smith-Marsette,WR,NYG,0.6235294117647059,1.291839851615865,32
Andrew Beck,FB,NYJ,1.2503496503496503,1.2784497164126196,25
Avery Williams,RB,NYJ,0.0,1.2780012951837663,18
Colson Yankoff,TE,WAS,0.2375,1.2725829118893088,14
Scott Matlock,DT,LAC,1.5699999999999998,1.2678554360812424,25
Julius Chestnut,RB,TEN,0.4575,1.255415173840297,29
Travis Homer,RB,CHI,0.22749999999999995,1.2380872787727721,23
Brayden Willis,TE,SF,0.0,1.229258790988121,12
Dylan Laube,RB,LV,0.20955882352941177,1.2238580698478227,23
Devin Duvernay,WR,CHI,0.6906787330316742,1.2007379327611074,43
Ko Kieft,TE,TB,0.144,1.156507535132675,15
DeAndre Carter,WR,CLE,0.4879638009049774,1.1431935603925378,34
DeeJay Dallas,RB,CAR,0.5165196078431373,1.143176731419309,38
Charlie Jones,WR,CIN,0.33155844155844155,1.0459695609158528,32
Brady Russell,RB,SEA,0.0,1.022401036147013,24
Feleipe Franks,TE,ATL,0.11666666666666667,0.9737329961781137,19
Jason Cabinda,FB,DET,0.0,0.93035555000555,3
Adam Prentice,FB,DEN,0.7505128205128206,0.8643399683649684,28
Keith Smith,FB,ATL,0.5727272727272728,0.8631294088264677,11
Cody Ford,OT,CIN,1.9375,0.7950734447004608,4
Tristan Wirfs,OT,TB,0.9337500000000001,0.7086764352918588,18
Khari Blasingame,FB,CHI,0.29,0.704574996878122,10
Dan Skipper,OT,DET,1.325,0.6205213133640552,5
Trent Scott,OT,WAS,1.065,0.5023394951822371,5
Jeffery Simmons,DT,TEN,0.3566666666666667,0.3140854119425548,43
Sam Hubbard,DE,CIN,0.3323076923076923,0.2739628362082826,28
Mike Caliendo,G,KC,0.5624999999999999,0.2601493960584869,5
Wanya Morris,OT,KC,0.355,0.234420902937788,10
Vederian Lowe,OT,NE,0.2775,0.20043339194761098,13
Donovan Smith,OT,KC,0.25,0.12007344470046083,4
Spencer Anderson,G,PIT,0.21874999999999997,0.1134702797202797,6
Connor Colby,G,SF,0.225,0.09491433566433567,4
Divine Deablo,LB,ATL,0.10153846153846154,0.08863452311177714,41
Brandin Echols,CB,PIT,0.09333333333333332,0.08388957486580575,32
Khalil Dorsey,CB,DET,0.07454545454545454,0.06708680154427955,27
Tyler Smith,OT,DAL,0.075,0.06609765882159316,22
Marcus Jones,CB,NE,0.07071428571428572,0.06499252837962516,33
Greg Van Roten,G,NYG,0.1,0.06327622377622377,9
Ashtyn Davis,SAF,MIA,0.06675,0.058052312472571886,39
Malachi Moore,SAF,NYJ,0.07647058823529412,0.056917567881118895,17
Matt Haack,P,ARI,0.08,0.05374697588971486,12
Matthew Hayball,P,NO,0.06470588235294118,0.048149807218037716,17
JC Latham,OT,TEN,0.041666666666666664,0.03961393529185868,18
Juanyeh Thomas,SAF,DAL,0.04666666666666667,0.037928087997819396,25
Ben Bredeson,G,TB,0.05,0.03745716783216783,14
Kiondre Thomas,CB,GB,0.0,0.028733882604850346,1
Alijah Huzzie,CB,HOU,0.0,0.028733882604850346,1
Troy Pride,CB,DAL,0.0,0.028733882604850346,1
AJ Parker,CB,CAR,0.0,0.028733882604850346,1
Jace Whittaker,CB,WAS,0.0,0.028733882604850346,1
Damarion Williams,CB,BAL,0.0,0.028733882604850346,1
Darius Rush,CB,PIT,0.0,0.028733882604850346,1
Sidney Jones,CB,CIN,0.0,0.028733882604850346,1
Derrek Pitts,CB,TB,0.0,0.028733882604850346,1
Elijah Jones,CB,ARI,0.0,0.028733882604850346,1
DJ James,CB,NE,0.0,0.028733882604850346,1
Jaylin Simpson,CB,GB,0.0,0.028733882604850346,1
Duane Brown,OT,NYJ,0.0,0.0286763495720869,1
Benjamin Chukwuma,OT,TB,0.0,0.0286763495720869,1
Frank Crum,OT,DEN,0.0,0.0286763495720869,1
Quinn Bailey,OT,DEN,0.0,0.0286763495720869,1
Branson Taylor,OT,LAC,0.0,0.0286763495720869,1
Jack Nelson,OT,ATL,0.0,0.0286763495720869,1
Luke Haggard,OT,TB,0.0,0.0286763495720869,1
Warren McClendon Jr.,OT,LA,0.0,0.0286763495720869,1
Zach Thomas,OT,LA,0.0,0.0286763495720869,1
Dylan Cook,OT,PIT,0.0,0.0286763495720869,1
Matt Waletzko,OT,DAL,0.0,0.0286763495720869,1
Isaiah Prince,OT,TEN,0.0,0.0286763495720869,1
Matt Nelson,OT,DET,0.0,0.0286763495720869,1
Emery Jones Jr.,OT,BAL,0.0,0.0286763495720869,1
Cameron Fleming,OT,DEN,0.0,0.0286763495720869,1
Nick Zakelj,OT,SF,0.0,0.0286763495720869,1
A.J. Arcuri,OT,LA,0.0,0.0286763495720869,1
Calvin Anderson,OT,NE,0.0,0.0286763495720869,1
Walter Rouse,OT,MIN,0.0,0.0286763495720869,1
Brandon Walton,OT,CAR,0.0,0.0286763495720869,1
Kiran Amegadjie,OT,CHI,0.0,0.0286763495720869,1
Tylan Grable,OT,BUF,0.0,0.0286763495720869,1
Jackson Barton,OT,ARI,0.0,0.0286763495720869,1
Caleb Rogers,OT,LV,0.0,0.0286763495720869,1
Hakeem Adeniji,OT,DAL,0.0,0.0286763495720869,1
Jalen Mayfield,OT,NYG,0.0,0.0286763495720869,1
Brenden Jaimes,OT,LAC,0.0,0.0286763495720869,1
Isaiah Johnson,CB,MIA,0.0,0.025142147279244055,2
Dom Jones,CB,CLE,0.0,0.025142147279244055,2
Christian Matthew,CB,ARI,0.0,0.025142147279244055,2
A.J. Green,CB,MIA,0.0,0.025142147279244055,2
Shemar Bartholomew,CB,GB,0.0,0.025142147279244055,2
Josiah Scott,CB,PHI,0.0,0.025142147279244055,2
Mario Goodrich,CB,PHI,0.0,0.025142147279244055,2
Tre Swilling,CB,SF,0.0,0.025142147279244055,2
Damon Arnette,CB,HOU,0.0,0.025142147279244055,2
Bryce Hall,CB,NYJ,0.0,0.025142147279244055,2
Miles Battle,CB,NE,0.0,0.025142147279244055,2
Mac McWilliams,CB,PHI,0.0,0.025142147279244055,2
Faion Hicks,CB,SEA,0.0,0.025142147279244055,2
Josh Norman,CB,BUF,0.0,0.025142147279244055,2
Jalen Travis,OT,IND,0.0,0.025091805875576037,2
Ben Bartch,OT,SF,0.0,0.025091805875576037,2
John Ojukwu,OT,TEN,0.0,0.025091805875576037,2
Jalen Rivers,OT,CIN,0.0,0.025091805875576037,2
Landon Young,OT,NO,0.0,0.025091805875576037,2
Saahdiq Charles,OT,WAS,0.0,0.025091805875576037,2
David Quessenberry,OT,MIN,0.0,0.025091805875576037,2
Kendall Lamm,OT,MIA,0.0,0.025091805875576037,2
Calvin Throckmorton,OT,TEN,0.0,0.025091805875576037,2
Kion Smith,OT,MIA,0.0,0.025091805875576037,2
Chris Hubbard,OT,DET,0.0,0.025091805875576037,2
Ryan Ramczyk,OT,NO,0.0,0.025091805875576037,2
Troy Fautanu,OT,PIT,0.0,0.025091805875576037,2
Michael Jerrell,OT,SEA,0.0,0.025091805875576037,2
Storm Norton,OT,ATL,0.0,0.025091805875576037,2
Ryan Van Demark,OT,BUF,0.0,0.025091805875576037,2
Thayer Munford Jr.,OT,LV,0.0,0.025091805875576037,2
Chukwuma Okorafor,OT,PIT,0.0,0.025091805875576037,2
