vbd_rank,tier,player_name,position,team,shrunk_ppg,vbd
97,11,Caleb Williams,QB,CHI,16.14348994590899,-9.220374999999997
98,11,Dalton Kincaid,TE,BUF,8.744118069434624,-9.390078349496477
99,11,Dalton Schultz,TE,HOU,8.728459739795756,-9.656269953357224
100,11,Juwan Johnson,TE,NO,8.701008026843292,-10.122949073549117
101,11,Rico Dowdle,RB,CAR,10.667788265705855,-11.021809812196514
102,11,Chuba Hubbard,RB,CAR,10.604549606106152,-12.096867025391465
103,11,T.J. Hockenson,TE,MIN,8.569420106618539,-12.359943717369918
104,11,Zach Ertz,TE,WAS,8.53562123681026,-12.934524504110671
105,11,Colston Loveland,TE,CHI,8.5103026471721,-13.364940527959376
106,11,Tetairoa McMillan,WR,CAR,10.545085790649228,-15.086924299590716
107,11,Darren Waller,TE,MIA,8.391110798930352,-15.391201948069089
108,11,RJ Harvey,RB,DEN,10.403131786278712,-15.520969962457958
109,11,Quentin Johnston,WR,LAC,10.507860977186589,-15.71974612845559
110,11,TreVeyon Henderson,RB,NE,10.385740481930888,-15.816622136370954
111,11,Evan Engram,TE,DEN,8.294237977993095,-17.03803990400246
112,11,Kyler Murray,QB,ARI,15.60092837127143,-18.443921768838514
113,11,Brandon Aiyuk,WR,SF,10.227383311795696,-20.487866440100753
114,11,Jayden Reed,WR,GB,10.206909818374127,-20.83591582826743
115,11,Christian Watson,WR,GB,10.162712377147225,-21.58727232912478
116,11,Jordan Love,QB,GB,15.350684753849182,-22.698063265016728
117,11,Tyrone Tracy Jr.,RB,NYG,9.98012052905311,-22.71216133529318
118,11,Cade Otton,TE,TB,7.9444212987981935,-22.98492345031579
119,11,Jauan Jennings,WR,SF,10.05373205348632,-23.43993783136016
120,11,Quinshon Judkins,RB,CLE,9.923601554220518,-23.672983907447247
121,11,Cooper Kupp,WR,SEA,9.95170956199128,-25.174320186775844
122,11,Michael Wilson,WR,ARI,9.929181371725551,-25.55729942129322
123,11,Zack Moss,RB,CIN,9.801985804035066,-25.74045166059993
124,11,Marvin Harrison Jr.,WR,ARI,9.889400214247363,-26.23357909842242
125,11,Amari Cooper,WR,BUF,9.834420779948989,-27.168229481494787
126,11,Rome Odunze,WR,CHI,9.822332637216554,-27.37372790794617
127,11,Zach Charbonnet,RB,SEA,9.672328372657727,-27.944627994014695
128,11,Pat Freiermuth,TE,PIT,7.636298347389794,-28.223013624258577
