tier,vbd_rank,adp_rank,value_gap,sleeper_flag,overvalued,valuation_basis,name,position,team,shrunk_ppg,active,injury_status
13.0,490.0,250.0,-240.0,False,True,VBD,Malik Davis,RB,DAL,3.6807077108476713,True,
13.0,491.0,,,False,False,VBD,DJ Giddens,RB,IND,3.661093734946399,True,
13.0,492.0,,,False,False,VBD,Malik Heath,WR,GB,3.773784820450124,True,
13.0,493.0,,,False,False,VBD,Marvin Jones,WR,DET,3.763697318493228,True,
13.0,494.0,,,False,False,VBD,Chris Evans,RB,CIN,3.64133678715671,True,
13.0,495.0,,,False,False,VBD,Brandon Bolden,RB,LV,3.615639189491853,True,
13.0,496.0,,,False,False,VBD,Ty Chandler,RB,MIN,3.610702262237629,True,IR
13.0,497.0,,,False,False,VBD,Ronnie Bell,WR,NO,3.722002004320368,True,
13.0,498.0,,,False,False,VBD,Sean McKeon,TE,DAL,1.5804755884132984,True,Questionable
13.0,499.0,,,False,False,VBD,Aaron Shampklin,RB,PIT,3.5968923427122657,True,
13.0,500.0,,,False,False,VBD,Marcedes Lewis,TE,DEN,1.5639254576547876,True,
13.0,501.0,,,False,False,VBD,Lynn Bowden,WR,NO,3.6883552274951614,True,
13.0,502.0,,,False,False,VBD,Justin Watson,WR,HOU,3.684383927818776,True,
13.0,503.0,,,False,False,VBD,Khalil Herbert,RB,NYJ,3.566824443659129,True,
13.0,504.0,,,False,False,VBD,Roschon Johnson,RB,CHI,3.562581546341029,True,
13.0,505.0,,,False,False,VBD,Equanimeous St. Brown,WR,CHI,3.6669975622665705,True,
13.0,506.0,,,False,False,VBD,Darrynton Evans,RB,CHI,3.548617775723877,True,
13.0,507.0,,,False,False,VBD,Tyler Huntley,QB,BAL,8.917171325540933,True,
13.0,508.0,,,False,False,VBD,Ryan Tannehill,QB,TEN,8.901639855757306,True,
13.0,509.0,,,False,False,VBD,Robbie Chosen,WR,WAS,3.6460608240582673,True,
13.0,510.0,,,False,False,VBD,Nick Bawden,RB,NYJ,3.514335923700866,,
13.0,511.0,,,False,False,VBD,Jimmy Horn Jr.,WR,CAR,3.6148108240582673,True,
13.0,512.0,,,False,False,VBD,Alex Armah,RB,WAS,3.497203108441039,,
13.0,513.0,,,False,False,VBD,Chase Claypool,WR,CHI,3.6092827363685656,True,
13.0,514.0,,,False,False,VBD,Chris Manhertz,TE,NYG,1.4667377580828758,True,
13.0,515.0,,,False,False,VBD,Elijah Cooks,WR,JAX,3.593697318493228,True,
13.0,516.0,,,False,False,VBD,Dante Pettis,WR,NO,3.5800896902241943,True,
13.0,517.0,,,False,False,VBD,Jack Bech,WR,LV,3.5768486592466138,True,
13.0,518.0,,,False,False,VBD,Cordarrelle Patterson,RB,PIT,3.451579166494628,True,
13.0,519.0,,,False,False,VBD,Terrell Jennings,RB,NE,3.449192696505504,True,Questionable
13.0,520.0,,,False,False,VBD,K.J. Osborn,WR,NE,3.530338328033296,True,
13.0,521.0,,,False,False,VBD,Ray-Ray McCloud,WR,ATL,3.5277310532910304,True,IR
13.0,522.0,,,False,False,VBD,Dwayne Washington,RB,DEN,3.4080034538233765,True,
13.0,523.0,,,False,False,VBD,Casey Washington,WR,ATL,3.5201517834563294,True,
13.0,524.0,,,False,False,VBD,Cameron Latu,TE,PHI,1.382916139861636,True,
13.0,525.0,,,False,False,VBD,Cedrick Wilson Jr.,WR,MIA,3.515529752417505,True,Questionable
13.0,526.0,,,False,False,VBD,Treylon Burks,WR,WAS,3.514951423271391,True,
13.0,527.0,,,False,False,VBD,Jeff Wilson,RB,MIA,3.389911946838279,True,
13.0,528.0,,,False,False,VBD,Deuce Vaughn,RB,DAL,3.367531240259435,True,
13.0,529.0,,,False,False,VBD,Tyler Badie,RB,DEN,3.360818743376416,True,
13.0,530.0,,,False,False,VBD,Anthony Richardson,QB,IND,8.710294767588756,True,
13.0,531.0,,,False,False,VBD,Cody White,WR,SEA,3.449967074058267,True,
13.0,532.0,,,False,False,VBD,Isaiah Spiller,RB,LAC,3.3114687389606927,True,
13.0,533.0,,,False,False,VBD,Ramel Keyton,WR,LV,3.4263303538813643,True,
13.0,534.0,,,False,False,VBD,Quinn Ewers,QB,MIA,8.666459783635961,True,
13.0,535.0,,,False,False,VBD,Colson Yankoff,TE,WAS,1.2725829118893088,True,
13.0,536.0,,,False,False,VBD,Chris Blair,WR,ATL,3.4061914649924754,True,
13.0,537.0,,,False,False,VBD,Konata Mumpfield,WR,LA,3.396060824058268,True,
13.0,538.0,,,False,False,VBD,Erik Ezukanma,WR,MIA,3.3841081316591417,True,
13.0,539.0,,,False,False,VBD,Zach Evans,RB,LA,3.257203108441039,True,
13.0,540.0,,,False,False,VBD,Keith Kirkwood,WR,NO,3.372074860379406,True,
13.0,541.0,,,False,False,VBD,Cody Thompson,WR,TB,3.3707747983258085,True,
13.0,542.0,,,False,False,VBD,Richie James,WR,KC,3.369131545662152,True,
13.0,543.0,,,False,False,VBD,Brayden Willis,TE,SF,1.229258790988121,True,Questionable
13.0,544.0,,,False,False,VBD,Beaux Collins,WR,NYG,3.363697318493228,True,IR
13.0,545.0,,,False,False,VBD,Dylan Drummond,WR,ATL,3.361414432077689,True,
13.0,546.0,,,False,False,VBD,Chris Brooks,RB,GB,3.191123931124644,True,
13.0,547.0,,,False,False,VBD,Dalvin Cook,RB,DAL,3.1853520622783944,True,
13.0,548.0,,,False,False,VBD,Ko Kieft,TE,TB,1.156507535132675,True,
13.0,549.0,,,False,False,VBD,Pierre Strong,RB,CLE,3.150453635378758,True,
13.0,550.0,,,False,False,VBD,Scott Miller,WR,PIT,3.260963328033296,True,
13.0,551.0,,,False,False,VBD,Efton Chism III,WR,NE,3.259783798923734,True,
13.0,552.0,,,False,False,VBD,Tommy DeVito,QB,NYG,8.510414251812003,True,
13.0,553.0,,,False,False,VBD,Jaylin Lane,WR,WAS,3.2541415802348705,True,
13.0,554.0,,,False,False,VBD,Kalel Mullings,RB,TEN,3.137203108441039,True,
13.0,555.0,,,False,False,VBD,Jordan Whittington,WR,LA,3.2508778052837792,True,
13.0,556.0,,,False,False,VBD,Terrace Marshall Jr.,WR,LV,3.2419985886806466,True,
13.0,557.0,,,False,False,VBD,Kenny McIntosh,RB,SEA,3.121884181435906,True,
13.0,558.0,,,False,False,VBD,Dalen Cambre,WR,NYG,3.237441464992475,True,
13.0,559.0,,,False,False,VBD,Jalen Virgil,WR,BUF,3.237441464992475,True,Questionable
13.0,560.0,,,False,False,VBD,David Moore,WR,CAR,3.2368324394977432,True,
13.0,561.0,,,False,False,VBD,Carson Steele,RB,KC,3.0827384781268625,True,
13.0,562.0,,,False,False,VBD,Robbie Ouzts,RB,SEA,3.067203108441039,True,IR
13.0,563.0,,,False,False,VBD,Mason Tipton,WR,NO,3.180864776156476,True,PUP
13.0,564.0,,,False,False,VBD,Alex Erickson,WR,NE,3.1762925402901345,True,
13.0,565.0,,,False,False,VBD,Nyheim Hines,RB,LAC,3.0538697751077057,,
13.0,566.0,,,False,False,VBD,Myles Gaskin,RB,SEA,3.0440482804009443,True,
13.0,567.0,,,False,False,VBD,Evan Hull,RB,NO,3.03118187828798,True,
13.0,568.0,,,False,False,VBD,Savion Williams,WR,GB,3.146498510274016,True,IR
13.0,569.0,,,False,False,VBD,Jermaine Burton,WR,CIN,3.131212370352306,True,
13.0,570.0,,,False,False,VBD,Byron Pringle,WR,WAS,3.1177354307859098,True,
13.0,571.0,,,False,False,VBD,Trenton Irwin,WR,CIN,3.1165405493721785,True,
13.0,572.0,,,False,False,VBD,Feleipe Franks,TE,ATL,0.9737329961781136,True,
13.0,573.0,,,False,False,VBD,Dan Chisena,WR,CAR,3.105633925902934,True,Questionable
13.0,574.0,,,False,False,VBD,Dont'e Thornton Jr.,WR,LV,3.096292540290134,True,IR
13.0,575.0,,,False,False,VBD,Jalen Reagor,WR,LAC,3.0927195603540647,True,
13.0,576.0,,,False,False,VBD,Ja'Lynn Polk,WR,NE,3.091848659246613,True,NA
13.0,577.0,,,False,False,VBD,Ke'Shawn Vaughn,RB,SF,2.9320025903675324,True,
13.0,578.0,,,False,False,VBD,Colton Dowell,WR,TEN,3.043697318493228,True,
13.0,579.0,,,False,False,VBD,Desmond Ridder,QB,LV,8.28848453216768,True,
13.0,580.0,,,False,False,VBD,Austin Trammell,WR,JAX,3.024796661366629,True,
13.0,581.0,,,False,False,VBD,Jake Browning,QB,CIN,8.256087780440588,True,
13.0,582.0,,,False,False,VBD,Tanner McKee,QB,PHI,8.233924819696632,True,
13.0,583.0,,,False,False,VBD,Isaac Guerendo,RB,SF,2.8458566753244963,True,PUP
13.0,584.0,,,False,False,VBD,Ryan Miller,WR,TB,2.957790549372178,True,
13.0,585.0,,,False,False,VBD,Aidan O'Connell,QB,LV,8.202897562962814,True,
13.0,586.0,,,False,False,VBD,Jonathan Ward,RB,PIT,2.8310025903675324,True,
13.0,587.0,,,False,False,VBD,Rakim Jarrett,WR,TB,2.9420667503028977,True,
13.0,588.0,,,False,False,VBD,Randall Cobb,WR,NYJ,2.9357982123288187,True,
13.0,589.0,,,False,False,VBD,Jermaine Jackson,WR,NO,2.903697318493228,True,
13.0,590.0,,,False,False,VBD,Chris Collier,RB,BAL,2.7810025903675326,True,IR
13.0,591.0,,,False,False,VBD,Malachi Corley,WR,CLE,2.882440863112997,True,
13.0,592.0,,,False,False,VBD,Donovan Peoples-Jones,WR,CLE,2.881848659246614,True,
13.0,593.0,,,False,False,VBD,Jason Brownlee,WR,KC,2.8797671680717136,True,
13.0,594.0,,,False,False,VBD,Andre Baccellia,WR,ARI,2.8760884713574795,True,Questionable
13.0,595.0,,,False,False,VBD,Samori Toure,WR,NO,2.838179164709771,True,
13.0,596.0,,,False,False,VBD,Allen Robinson,WR,DET,2.8317397475900843,True,
13.0,597.0,,,False,False,VBD,KeAndre Lambert-Smith,WR,LAC,2.827310824058268,True,
13.0,598.0,,,False,False,VBD,Jamari Thrash,WR,CLE,2.816379909246613,True,IR
13.0,599.0,,,False,False,VBD,Boston Scott,RB,PHI,2.692890615800577,True,
13.0,600.0,,,False,False,VBD,Jimmy Garoppolo,QB,LA,8.041553374127595,True,
13.0,601.0,,,False,False,VBD,Gary Brightwell,RB,CIN,2.6716946988007995,True,
13.0,602.0,,,False,False,VBD,Collin Johnson,WR,CHI,2.779767168071713,True,
13.0,603.0,,,False,False,VBD,Dameon Pierce,RB,HOU,2.6581668745205693,True,
13.0,604.0,,,False,False,VBD,Keaontay Ingram,RB,KC,2.648002220315028,True,
13.0,605.0,,,False,False,VBD,Johnny Wilson,WR,PHI,2.746060824058268,True,IR
13.0,606.0,,,False,False,VBD,JaMycal Hasty,RB,NE,2.5995805833900203,True,
13.0,607.0,,,False,False,VBD,River Cracraft,WR,WAS,2.709910869382401,True,Questionable
13.0,608.0,,,False,False,VBD,Marquise Goodwin,WR,CLE,2.696060824058267,True,
13.0,609.0,,,False,False,VBD,Xavier Weaver,WR,ARI,2.6763934504240567,True,Questionable
13.0,610.0,,,False,False,VBD,Hunter Luepke,RB,DAL,2.5555136934768594,,
13.0,611.0,,,False,False,VBD,Dare Ogunbowale,RB,HOU,2.540050426214411,True,
13.0,612.0,,,False,False,VBD,Matthew Slater,WR,NE,2.6488157440847524,True,
13.0,613.0,,,False,False,VBD,Bryce Ford-Wheaton,WR,NYG,2.6488157440847524,True,Questionable
13.0,614.0,,,False,False,VBD,Montrell Washington,WR,KC,2.6488157440847524,True,
13.0,615.0,,,False,False,VBD,Justyn Ross,WR,KC,2.6469466552512007,True,
13.0,616.0,,,False,False,VBD,Elijah Mitchell,RB,KC,2.526512549422511,True,Questionable
13.0,617.0,,,False,False,VBD,LeQuint Allen Jr.,RB,JAX,2.5214559583822904,True,Questionable
13.0,618.0,,,False,False,VBD,Bryce Oliver,WR,TEN,2.626724886558267,True,
13.0,619.0,,,False,False,VBD,Parris Campbell,WR,DAL,2.6253320564253464,True,NA
13.0,620.0,,,False,False,VBD,Isaiah McKenzie,WR,IND,2.6177354307859093,True,
13.0,621.0,,,False,False,VBD,Jonathan Mingo,WR,DAL,2.6135717655207427,True,
13.0,622.0,,,False,False,VBD,George Holani,RB,SEA,2.4952384781268626,True,
13.0,623.0,,,False,False,VBD,Javon Baker,WR,NE,2.61141443207769,True,
13.0,624.0,,,False,False,VBD,Ronnie Rivers,RB,LA,2.493223373496681,True,
13.0,625.0,,,False,False,VBD,Riley Leonard,QB,IND,7.862236166941781,True,
13.0,626.0,,,False,False,VBD,Joshua Kelley,RB,TEN,2.4921189422425902,True,
13.0,627.0,,,False,False,VBD,Trevor Siemian,QB,NYJ,7.858599803305418,True,
13.0,628.0,,,False,False,VBD,Kaleb Johnson,RB,PIT,2.4670019427756493,True,
13.0,629.0,,,False,False,VBD,Brandon Powell,WR,MIN,2.570252329025413,True,
13.0,630.0,,,False,False,VBD,Mike Boone,RB,CAR,2.442979331998297,True,
13.0,631.0,,,False,False,VBD,Jordan Mims,RB,TEN,2.437545946141788,True,
13.0,632.0,,,False,False,VBD,Simi Fehoko,WR,ARI,2.544617770711061,True,
13.0,633.0,,,False,False,VBD,Jalin Hyatt,WR,NYG,2.541020479276453,True,
13.0,634.0,,,False,False,VBD,Jalen Brooks,WR,DAL,2.521507515659789,True,
13.0,635.0,,,False,False,VBD,Xavier Smith,WR,LA,2.520018848390976,True,
13.0,636.0,,,False,False,VBD,Mason Rudolph,QB,PIT,7.773178166798242,True,
13.0,637.0,,,False,False,VBD,Hassan Haskins,RB,LAC,2.3707832035376626,True,
13.0,638.0,,,False,False,VBD,Braxton Berrios,WR,HOU,2.483733537029134,True,
13.0,639.0,,,False,False,VBD,Tyler Goodson,RB,IND,2.364302450757432,True,
13.0,640.0,,,False,False,VBD,Godwin Igwebuike,RB,PIT,2.359387006493108,True,
13.0,641.0,,,False,False,VBD,Dillon Gabriel,QB,CLE,7.722787364772476,True,IR
13.0,642.0,,,False,False,VBD,Isaiah Williams,WR,NYJ,2.45634285799662,True,
13.0,643.0,,,False,False,VBD,Bailey Zappe,QB,CLE,7.706105755079977,True,
13.0,644.0,,,False,False,VBD,Kadarius Toney,WR,CLE,2.4522400398745443,True,
13.0,645.0,,,False,False,VBD,British Brooks,RB,HOU,2.321298817775649,True,Questionable
13.0,646.0,,,False,False,VBD,Jake Bobo,WR,SEA,2.425757962527128,True,IR
13.0,647.0,,,False,False,VBD,Ben VanSumeren,RB,PHI,2.305145077457885,,
13.0,648.0,,,False,False,VBD,Tom Kennedy,WR,DET,2.417464878995485,True,
13.0,649.0,,,False,False,VBD,Miles Boykin,WR,PIT,2.4169266560665914,True,
13.0,650.0,,,False,False,VBD,Laviska Shenault Jr.,WR,SEA,2.4117905493721783,True,
13.0,651.0,,,False,False,VBD,Mecole Hardman,WR,BUF,2.3974804883308254,True,
13.0,652.0,,,False,False,VBD,Andy Dalton,QB,CAR,7.639366546464423,True,
13.0,653.0,,,False,False,VBD,Trayveon Williams,RB,CLE,2.258319123770012,True,
13.0,654.0,,,False,False,VBD,Trey Sermon,RB,PIT,2.245094721387825,True,IR
13.0,655.0,,,False,False,VBD,Brycen Tremayne,WR,CAR,2.3016075297796643,True,
13.0,656.0,,,False,False,VBD,Ty Montgomery,WR,NE,2.296292540290134,True,
13.0,657.0,,,False,False,VBD,Tyler Scott,WR,CHI,2.2950690682412027,True,
13.0,658.0,,,False,False,VBD,Gage Larvadain,WR,CLE,2.291419641312225,True,
13.0,659.0,,,False,False,VBD,Rasheen Ali,RB,BAL,2.1341806827337333,True,
13.0,660.0,,,False,False,VBD,Velus Jones Jr.,WR,NO,2.249186674108178,True,
13.0,661.0,,,False,False,VBD,Arian Smith,WR,NYJ,2.244051220259593,True,
13.0,662.0,,,False,False,VBD,Ashton Dulin,WR,IND,2.2266062483146056,True,
13.0,663.0,,,False,False,VBD,Davis Mills,QB,HOU,7.476385611255219,True,
13.0,664.0,,,False,False,VBD,Craig Reynolds,RB,DET,2.105347776916464,True,
13.0,665.0,,,False,False,VBD,Brady Cook,QB,NYJ,7.4495088942145085,True,
13.0,666.0,,,False,False,VBD,Tylan Wallace,WR,BAL,2.18851741567339,True,
13.0,667.0,,,False,False,VBD,Tahj Brooks,RB,CIN,2.059557282467244,True,
13.0,668.0,,,False,False,VBD,Chase Edmonds,RB,WAS,2.0287486656749976,True,
13.0,669.0,,,False,False,VBD,Will Shipley,RB,PHI,2.012253938954827,True,
13.0,670.0,,,False,False,VBD,KhaDarel Hodge,WR,ATL,2.121676052360901,True,
13.0,671.0,,,False,False,VBD,Tim Jones,WR,JAX,2.1031528148050875,True,
13.0,672.0,,,False,False,VBD,Laquon Treadwell,WR,IND,2.091036307566914,True,
13.0,673.0,,,False,False,VBD,Trevor Etienne,RB,CAR,1.929218742800452,True,IR
13.0,674.0,,,False,False,VBD,DJ Turner,WR,LV,2.0264220455743183,True,Questionable
13.0,675.0,,,False,False,VBD,Patrick Ricard,RB,BAL,1.8881031509738404,,
13.0,676.0,,,False,False,VBD,Jacob Cowing,WR,SF,1.992236818330108,True,Questionable
13.0,677.0,,,False,False,VBD,Jacob Saylors,RB,DET,1.8689430049653173,True,
13.0,678.0,,,False,False,VBD,Ke'Shawn Williams,WR,CIN,1.9835474422509185,True,
13.0,679.0,,,False,False,VBD,Gunner Olszewski,WR,NYG,1.972737773413041,True,IR
13.0,680.0,,,False,False,VBD,Jakob Johnson,RB,HOU,1.8398253579064936,,
13.0,681.0,,,False,False,VBD,Tai Felton,WR,MIN,1.9242762880517927,True,
13.0,682.0,,,False,False,VBD,James Proche,WR,TEN,1.917052898438676,True,
13.0,683.0,,,False,False,VBD,Jamal Agnew,WR,ATL,1.903871491298602,True,Questionable
13.0,684.0,,,False,False,VBD,Deven Thompkins,WR,ATL,1.8922069169284368,True,
13.0,685.0,,,False,False,VBD,Raheem Blackshear,RB,CAR,1.7725744794254248,True,Questionable
13.0,686.0,,,False,False,VBD,Trent Sherfield,WR,ARI,1.8617140748893424,True,
13.0,687.0,,,False,False,VBD,Josh Johnson,QB,WAS,7.112869705360996,True,
13.0,688.0,,,False,False,VBD,Dee Eskridge,WR,MIA,1.838065402217675,True,
13.0,689.0,,,False,False,VBD,D'Ernest Johnson,RB,ARI,1.7144110534464203,True,
13.0,690.0,,,False,False,VBD,Mason Kinsey,WR,TEN,1.8177905493721784,True,
13.0,691.0,,,False,False,VBD,Skyy Moore,WR,SF,1.8144809228297984,True,
13.0,692.0,,,False,False,VBD,Alex Bachman,WR,LV,1.7893665497283266,True,
13.0,693.0,,,False,False,VBD,PJ Walker,QB,CLE,7.0404179851236,True,
13.0,694.0,,,False,False,VBD,Deonte Harty,WR,BAL,1.7791471549974918,True,Questionable
13.0,695.0,,,False,False,VBD,Britain Covey,WR,PHI,1.7771970786958002,True,
13.0,696.0,,,False,False,VBD,Derius Davis,WR,LAC,1.7653133237566667,True,
13.0,697.0,,,False,False,VBD,Taylor Heinicke,QB,LAC,7.014439855757307,True,
13.0,698.0,,,False,False,VBD,Ben Skowronek,WR,PIT,1.7465519838067358,True,Questionable
13.0,699.0,,,False,False,VBD,Trent Taylor,WR,SF,1.7285350660115482,True,
13.0,700.0,,,False,False,VBD,Sione Vaki,RB,DET,1.606120916713495,True,
13.0,701.0,,,False,False,VBD,Nikko Remigio,WR,KC,1.695578927397291,True,
13.0,702.0,,,False,False,VBD,Zach Pascal,WR,ARI,1.6949985886806462,True,
13.0,703.0,,,False,False,VBD,Jha'Quan Jackson,WR,TEN,1.6909429547184598,True,
13.0,704.0,,,False,False,VBD,Jaelon Darden,WR,CLE,1.6853873991629045,True,
13.0,705.0,,,False,False,VBD,Eric Gray,RB,NYG,1.5671853345201507,True,
13.0,706.0,,,False,False,VBD,Kameron Johnson,WR,TB,1.6654829393112172,True,
13.0,707.0,,,False,False,VBD,Dareke Young,WR,SEA,1.6334987811332853,True,
13.0,708.0,,,False,False,VBD,Mitchell Trubisky,QB,BUF,6.878054253754765,True,Questionable
13.0,709.0,,,False,False,VBD,Tim Boyle,QB,MIA,6.8574664863633,True,
13.0,710.0,,,False,False,VBD,Steven Sims,WR,ARI,1.5926031186964087,True,
13.0,711.0,,,False,False,VBD,Kene Nwangwu,RB,NYJ,1.3931550417080922,True,
13.0,712.0,,,False,False,VBD,LaJohntay Wester,WR,BAL,1.456848659246614,True,
13.0,713.0,,,False,False,VBD,Irvin Charles,WR,NYJ,1.456848659246614,True,IR
13.0,714.0,,,False,False,VBD,Chris Oladokun,QB,KC,6.690126450302627,True,IR
13.0,715.0,,,False,False,VBD,Reggie Gilliam,RB,BUF,1.2957314793997314,True,
13.0,716.0,,,False,False,VBD,Anthony Gould,WR,IND,1.3953141546700183,True,
13.0,717.0,,,False,False,VBD,Avery Williams,RB,NYJ,1.2780012951837665,True,
13.0,718.0,,,False,False,VBD,Julius Chestnut,RB,TEN,1.255415173840297,True,
13.0,719.0,,,False,False,VBD,Jaren Hall,QB,MIN,6.622733092928845,True,
13.0,720.0,,,False,False,VBD,Travis Homer,RB,CHI,1.238087278772772,True,
13.0,721.0,,,False,False,VBD,Dylan Laube,RB,LV,1.2238580698478227,True,
13.0,722.0,,,False,False,VBD,Xavier Gipson,WR,NYJ,1.3386128015479737,True,
13.0,723.0,,,False,False,VBD,Myles Price,WR,MIN,1.3244078720423762,True,
13.0,724.0,,,False,False,VBD,Ihmir Smith-Marsette,WR,NYG,1.291839851615865,True,
13.0,725.0,,,False,False,VBD,DeeJay Dallas,RB,CAR,1.143176731419309,True,
13.0,726.0,,,False,False,VBD,Devin Duvernay,WR,CHI,1.2007379327611074,True,
13.0,727.0,,,False,False,VBD,DeAndre Carter,WR,CLE,1.1431935603925378,True,
13.0,728.0,,,False,False,VBD,Sam Howell,QB,SEA,6.395348439260082,True,
13.0,729.0,,,False,False,VBD,Brady Russell,RB,SEA,1.022401036147013,True,
13.0,730.0,,,False,False,VBD,Charlie Jones,WR,CIN,1.0459695609158528,True,
13.0,731.0,,,False,False,VBD,Brett Rypien,QB,CIN,6.265590235785988,True,
13.0,732.0,,,False,False,VBD,C.J. Beathard,QB,JAX,6.245383153029967,True,
13.0,733.0,,,False,False,VBD,Hendon Hooker,QB,DET,6.240510870706623,True,
13.0,734.0,,,False,False,VBD,Drew Lock,QB,SEA,6.169296558484646,True,
13.0,735.0,,,False,False,VBD,Gardner Minshew,QB,KC,6.116599939898878,True,
13.0,736.0,,,False,False,VBD,Jarrett Stidham,QB,DEN,6.084508894214509,True,
13.0,737.0,,,False,False,VBD,Jalen Milroe,QB,SEA,5.987177537373289,True,
13.0,738.0,,,False,False,VBD,Brandon Allen,QB,TEN,5.9864597836359605,True,
13.0,739.0,,,False,False,VBD,Trey Lance,QB,LAC,5.890328416882829,True,
14.0,740.0,,,False,False,VBD,Teddy Bridgewater,QB,TB,5.599888355064532,True,NA
15.0,741.0,,,False,False,VBD,Kenny Pickett,QB,LV,5.139694178265274,True,
15.0,742.0,,,False,False,VBD,Tyson Bagent,QB,CHI,5.032911637432918,True,
15.0,743.0,,,False,False,VBD,Zach Wilson,QB,MIA,4.86038215273496,True,
15.0,744.0,,,False,False,VBD,Kyle Trask,QB,TB,4.834963439669054,True,
15.0,745.0,,,False,False,VBD,Dorian Thompson-Robinson,QB,CLE,4.818738231988851,True,
15.0,746.0,,,False,False,VBD,Jake Haener,QB,NO,4.766042702597114,True,
15.0,747.0,,,False,False,VBD,Nick Mullens,QB,JAX,4.705863044018927,True,
15.0,748.0,,,False,False,VBD,Mike White,QB,BUF,4.621789577155868,True,
15.0,749.0,,,False,False,VBD,Max Brosmer,QB,MIN,4.592661372027663,True,
15.0,750.0,,,False,False,VBD,Cooper Rush,QB,BAL,4.538582191401563,True,
16.0,751.0,,,False,False,VBD,Kyle Allen,QB,DET,3.631439855757307,True,
17.0,752.0,,,False,False,VBD,Clayton Tune,QB,GB,3.320975324720681,True,
