tier,vbd_rank,adp_rank,value_gap,sleeper_flag,overvalued,valuation_basis,name,position,team,shrunk_ppg,active,injury_status
13.0,189.0,,,False,False,VBD,Gunnar Helm,TE,TEN,5.173939010808462,True,
13.0,190.0,147.0,-43.0,False,True,VBD,Tyler Shough,QB,NO,12.555564578609388,True,
13.0,191.0,,,False,False,VBD,Michael Carter,RB,ARI,7.156917141035501,True,
13.0,192.0,,,False,False,VBD,Jake Tonges,TE,SF,5.116758790988121,True,
13.0,193.0,,,False,False,VBD,DeAndre Hopkins,WR,BAL,7.235396822387689,True,
13.0,194.0,,,False,False,VBD,Donald Parham,TE,LAC,5.081332911889309,True,
13.0,195.0,,,False,False,VBD,Darnell Mooney,WR,ATL,7.182762779536486,True,
13.0,196.0,,,False,False,VBD,Kirk Cousins,QB,ATL,12.426015732535776,True,
13.0,197.0,,,False,False,VBD,Tyler Conklin,TE,LAC,4.944660215741654,True,
13.0,198.0,,,False,False,VBD,Kendrick Bourne,WR,SF,7.075192186766165,True,
13.0,199.0,214.0,15.0,False,False,VBD,Devaughn Vele,WR,NO,7.071970654040621,True,
13.0,200.0,230.0,30.0,True,False,VBD,Justice Hill,RB,BAL,6.927559172008733,True,
13.0,201.0,,,False,False,VBD,DeMario Douglas,WR,NE,7.038475445864083,True,
13.0,202.0,255.0,53.0,True,False,VBD,Darius Slayton,WR,NYG,7.019892549390667,True,
13.0,203.0,,,False,False,VBD,Devin Singletary,RB,NYG,6.902623025064146,True,
13.0,204.0,,,False,False,VBD,Audric Estimé,RB,NO,6.884251295183765,True,
13.0,205.0,,,False,False,VBD,Tanner Hudson,TE,CIN,4.85144121363386,True,
13.0,206.0,176.0,-30.0,False,True,VBD,Tyler Allgeier,RB,ATL,6.847579492708955,True,
13.0,207.0,,,False,False,VBD,Jerome Ford,RB,CLE,6.802531248708247,True,Questionable
13.0,208.0,,,False,False,VBD,Jayden Higgins,WR,HOU,6.897259703692708,True,IR
13.0,209.0,,,False,False,VBD,Michael Mayer,TE,LV,4.734583205074552,True,
13.0,210.0,,,False,False,VBD,Austin Hooper,TE,NE,4.704869602379982,True,
13.0,211.0,,,False,False,VBD,Tyrell Shavers,WR,BUF,6.817205580981086,True,PUP
13.0,212.0,,,False,False,VBD,Jimmy Graham,TE,NO,4.668888186482182,True,
13.0,213.0,,,False,False,VBD,Tony Jones,RB,ARI,6.664515211621313,True,
13.0,214.0,,,False,False,VBD,Josh Oliver,TE,MIN,4.633995033556149,True,
13.0,215.0,,,False,False,VBD,Russell Wilson,QB,NYG,12.008778092982348,True,
13.0,216.0,197.0,-19.0,False,True,VBD,Kayshon Boutte,WR,NE,6.737409068776413,True,
13.0,217.0,,,False,False,VBD,Kimani Vidal,RB,LAC,6.619605505761909,True,
13.0,218.0,,,False,False,VBD,Tommy Tremble,TE,CAR,4.556956338502598,True,
13.0,219.0,,,False,False,VBD,Miles Sanders,RB,DAL,6.560355876974238,True,
13.0,220.0,,,False,False,VBD,Joe Flacco,QB,CIN,11.91687216096125,True,
13.0,221.0,,,False,False,VBD,Mike Williams,WR,NYJ,6.652468037026042,True,DNR
13.0,222.0,,,False,False,VBD,Elic Ayomanor,WR,TEN,6.619862417496922,True,
13.0,223.0,,,False,False,VBD,Ja'Tavion Sanders,TE,CAR,4.468913885993521,True,
13.0,224.0,,,False,False,VBD,Trey Benson,RB,ARI,6.485092322018653,True,IR
13.0,225.0,239.0,14.0,False,False,VBD,Jacoby Brissett,QB,ARI,11.807261994357228,True,
13.0,226.0,259.0,33.0,True,False,VBD,Xavier Legette,WR,CAR,6.516304810692564,True,Questionable
13.0,227.0,,,False,False,VBD,Jerick McKinnon,RB,KC,6.390668393578355,True,
13.0,228.0,199.0,-29.0,False,True,VBD,Terrance Ferguson,TE,LA,4.366274013987423,True,Questionable
13.0,229.0,,,False,False,VBD,Raheem Mostert,RB,LV,6.361967230931998,True,Questionable
13.0,230.0,,,False,False,VBD,Easton Stick,QB,LAC,11.731327076032692,True,
13.0,231.0,,,False,False,VBD,Noah Gray,TE,KC,4.311264718858524,True,
13.0,232.0,,,False,False,VBD,Ezekiel Elliott,RB,DAL,6.308582861354453,True,
13.0,233.0,,,False,False,VBD,Adam Thielen,WR,MIN,6.422101733272327,True,NA
13.0,234.0,,,False,False,VBD,A.T. Perry,WR,NO,6.409783798923733,True,
13.0,235.0,,,False,False,VBD,Jordan Akins,TE,CLE,4.178635290310375,True,
13.0,236.0,,,False,False,VBD,Chimere Dike,WR,TEN,6.314651008040533,True,
13.0,237.0,,,False,False,VBD,Mack Hollins,WR,NE,6.309123902533631,True,
13.0,238.0,,,False,False,VBD,Tory Horton,WR,SEA,6.3026409417808775,True,Questionable
13.0,239.0,221.0,-18.0,False,True,VBD,Dontayvion Wicks,WR,GB,6.296770213279215,True,
13.0,240.0,,,False,False,VBD,Erick All,TE,CIN,4.137618445556155,True,
13.0,241.0,,,False,False,VBD,Tyler Boyd,WR,TEN,6.273338303628249,True,
13.0,242.0,,,False,False,VBD,Darnell Washington,TE,PIT,4.1138491482523465,True,
13.0,243.0,,,False,False,VBD,Demarcus Robinson,WR,SF,6.212835631934069,True,
13.0,244.0,,,False,False,VBD,Josh Palmer,WR,BUF,6.202793950037185,True,
13.0,245.0,,,False,False,VBD,Will Dissly,TE,LAC,4.053292229104799,True,Questionable
13.0,246.0,,,False,False,VBD,Marcus Mariota,QB,WAS,11.42331418268379,True,Questionable
13.0,247.0,178.0,-69.0,False,True,VBD,Rashod Bateman,WR,BAL,6.168624079083262,True,
13.0,248.0,257.0,9.0,False,False,VBD,Deshaun Watson,QB,CLE,11.417003896149252,True,
13.0,249.0,,,False,False,VBD,Devin Neal,RB,NO,6.044802072294026,True,IR
13.0,250.0,,,False,False,VBD,Jawhar Jordan,RB,HOU,6.037203108441039,True,
13.0,251.0,,,False,False,VBD,Diontae Johnson,WR,BAL,6.121841830107134,True,
13.0,252.0,,,False,False,VBD,Theo Wease Jr.,WR,MIA,6.1152192427702525,True,
13.0,253.0,,,False,False,VBD,Jackson Hawes,TE,BUF,3.9382451704098,True,
13.0,254.0,,,False,False,VBD,J.J. McCarthy,QB,MIN,11.304037364772476,True,
13.0,255.0,,,False,False,VBD,Gabe Davis,WR,BUF,6.046341399603481,True,Questionable
13.0,256.0,185.0,-71.0,False,True,VBD,Chris Rodriguez Jr.,RB,WAS,5.900942090717953,True,
13.0,257.0,,,False,False,VBD,D'Onta Foreman,RB,CLE,5.8851745767097485,True,
13.0,258.0,,,False,False,VBD,Brock Wright,TE,DET,3.845246335573628,True,
13.0,259.0,,,False,False,VBD,Marvin Mims Jr.,WR,DEN,5.971316496888724,True,Questionable
13.0,260.0,252.0,-8.0,False,False,VBD,Aaron Rodgers,QB,PIT,11.21762744590899,True,
13.0,261.0,,,False,False,VBD,Bam Knight,RB,ARI,5.7977682208871855,,
13.0,262.0,,,False,False,VBD,Sincere McCormick,RB,LV,5.787203108441039,True,
13.0,263.0,217.0,-46.0,False,True,VBD,Greg Dulcich,TE,MIA,3.762441601066741,True,
13.0,264.0,51.0,-213.0,False,True,VBD,Bhayshul Tuten,RB,JAX,5.774858623067161,True,Questionable
13.0,265.0,,,False,False,VBD,Andrei Iosivas,WR,CIN,5.888501653634072,True,
13.0,266.0,,,False,False,VBD,Luke Musgrave,TE,GB,3.741951964144611,True,PUP
13.0,267.0,,,False,False,VBD,Devin Culp,TE,TB,3.731388186482181,True,
13.0,268.0,,,False,False,VBD,Quez Watkins,WR,PHI,5.848815744084753,True,
13.0,269.0,200.0,-69.0,False,True,VBD,Dylan Sampson,RB,CLE,5.727239575448113,True,
13.0,270.0,,,False,False,VBD,Shane Zylstra,TE,DET,3.700184248642908,True,
13.0,271.0,,,False,False,VBD,Rondale Moore,WR,ARI,5.83204231238836,False,
13.0,272.0,,,False,False,VBD,Noah Brown,WR,WAS,5.817431686317462,True,
13.0,273.0,,,False,False,VBD,Daniel Bellinger,TE,NYG,3.677774944966677,True,
13.0,274.0,,,False,False,VBD,Cedric Tillman,WR,CLE,5.8056141268762085,True,
13.0,275.0,,,False,False,VBD,Gerald Everett,TE,CHI,3.664300803369447,True,
13.0,276.0,241.0,-35.0,False,True,VBD,Cam Ward,QB,TEN,11.04976512331998,True,
13.0,277.0,,,False,False,VBD,Tez Johnson,WR,TB,5.787474913568204,True,
13.0,278.0,,,False,False,VBD,Salvon Ahmed,RB,MIA,5.659387006493107,True,
13.0,279.0,,,False,False,VBD,Olamide Zaccheaus,WR,CHI,5.7421033255705405,True,
13.0,280.0,,,False,False,VBD,Irv Smith,TE,CIN,3.601666139861636,True,Questionable
13.0,281.0,,,False,False,VBD,Foster Moreau,TE,NO,3.5873491364831347,True,
13.0,282.0,152.0,-130.0,False,True,VBD,Samaje Perine,RB,CIN,5.58292462934222,True,
13.0,283.0,,,False,False,VBD,Michael Penix Jr.,QB,ATL,10.933646558484648,True,Questionable
13.0,284.0,,,False,False,VBD,Adam Trautman,TE,DEN,3.537270123543623,True,
13.0,285.0,,,False,False,VBD,Calvin Austin III,WR,PIT,5.660519828604239,True,IR
13.0,286.0,,,False,False,VBD,Mitchell Evans,TE,CAR,3.516332911889309,True,
13.0,287.0,,,False,False,VBD,Carson Wentz,QB,MIN,10.886614131168542,True,
13.0,288.0,,,False,False,VBD,Bub Means,WR,NO,5.593697318493227,True,
13.0,289.0,,,False,False,VBD,Jameis Winston,QB,NYG,10.83616751585066,True,
13.0,290.0,,,False,False,VBD,Elijah Higgins,TE,ARI,3.4454588115754685,True,
13.0,291.0,165.0,-126.0,False,True,VBD,Malik Washington,WR,MIA,5.533678698389039,True,
13.0,292.0,,,False,False,VBD,Latavius Murray,RB,BUF,5.408191956400495,True,
13.0,293.0,,,False,False,VBD,Will Levis,QB,TEN,10.768157944556528,True,
13.0,294.0,,,False,False,VBD,Greg Dortch,WR,ARI,5.480936902126699,True,
13.0,295.0,,,False,False,VBD,Pat Bryant,WR,DEN,5.470367009733278,True,
13.0,296.0,,,False,False,VBD,Hayden Hurst,TE,LAC,3.330028476897929,True,
13.0,297.0,,,False,False,VBD,Antonio Gibson,RB,NE,5.349678513950503,True,Questionable
13.0,298.0,,,False,False,VBD,Davis Allen,TE,LA,3.3218909156374283,True,Questionable
13.0,299.0,,,False,False,VBD,James Mitchell,TE,CAR,3.3155229666357604,True,
13.0,300.0,236.0,-64.0,False,True,VBD,Ryan Flournoy,WR,DAL,5.444565772831076,True,
13.0,301.0,,,False,False,VBD,Keleki Latu,TE,BUF,3.291850915309575,True,
13.0,302.0,,,False,False,VBD,Brandin Cooks,WR,BUF,5.414283354726891,True,
13.0,303.0,126.0,-177.0,False,True,VBD,Blake Corum,RB,LA,5.295703604388509,True,
13.0,304.0,,,False,False,VBD,Tyler Lockett,WR,LV,5.3956611836955535,True,
13.0,305.0,,,False,False,VBD,Sterling Shepard,WR,TB,5.394045149091793,True,
13.0,306.0,,,False,False,VBD,Tutu Atwell,WR,LA,5.390002698652911,True,
13.0,307.0,,,False,False,VBD,Lawrence Cager,TE,NYG,3.247878021616925,True,
13.0,308.0,237.0,-71.0,False,True,VBD,Ty Johnson,RB,BUF,5.266656096560597,True,Questionable
13.0,309.0,,,False,False,VBD,Mac Jones,QB,SF,10.629797550717594,True,
13.0,310.0,,,False,False,VBD,Tyler Johnson,WR,NYJ,5.373108995626,True,
13.0,311.0,,,False,False,VBD,Cole Turner,TE,WAS,3.223332731270441,True,IR
13.0,312.0,,,False,False,VBD,Melvin Gordon,RB,BAL,5.237203108441038,True,
13.0,313.0,,,False,False,VBD,Elijah Moore,WR,BUF,5.3527300377579845,True,
13.0,314.0,,,False,False,VBD,Elijah Arroyo,TE,SEA,3.2119293809361142,True,
13.0,315.0,,,False,False,VBD,DeVante Parker,WR,NE,5.344051220259593,True,
13.0,316.0,,,False,False,VBD,Jalen Tolbert,WR,DAL,5.330562335049495,True,
13.0,317.0,181.0,-136.0,False,True,VBD,Jalen Nailor,WR,MIN,5.317233683611452,True,
13.0,318.0,,,False,False,VBD,Nick Vannett,TE,TEN,3.179560959883484,True,
13.0,319.0,,,False,False,VBD,Michael Gallup,WR,DAL,5.315316962951466,True,
13.0,320.0,,,False,False,VBD,Kevin Harris,RB,NE,5.197203108441039,True,
13.0,321.0,,,False,False,VBD,David Bell,WR,CLE,5.311338601836045,True,
13.0,322.0,,,False,False,VBD,Brycen Hopkins,TE,LA,3.1751507488896524,True,
13.0,323.0,,,False,False,VBD,Cade Stover,TE,HOU,3.1523073681199816,True,
13.0,324.0,,,False,False,VBD,Drew Sample,TE,CIN,3.1331345568235784,True,
13.0,325.0,,,False,False,VBD,Brevin Jordan,TE,HOU,3.1265921243214545,True,Questionable
13.0,326.0,256.0,-70.0,False,True,VBD,Isaac TeSlaa,WR,DET,5.251848659246614,True,
13.0,327.0,,,False,False,VBD,KaVontae Turpin,WR,DAL,5.243516932618571,True,
13.0,328.0,,,False,False,VBD,Grant Calcaterra,TE,PHI,3.1072320678117022,True,IR
13.0,329.0,,,False,False,VBD,Spencer Rattler,QB,NO,10.495273927626734,True,
13.0,330.0,,,False,False,VBD,Emari Demercado,RB,ARI,5.108173567277836,True,
13.0,331.0,,,False,False,VBD,Allen Lazard,WR,NYJ,5.223395009930598,True,
13.0,332.0,,,False,False,VBD,Kevin Austin Jr.,WR,NO,5.221847272891172,True,
13.0,333.0,,,False,False,VBD,Raheim Sanders,RB,CLE,5.09720310844104,True,
13.0,334.0,,,False,False,VBD,DJ Chark,WR,LAC,5.205647692229322,True,
13.0,335.0,,,False,False,VBD,Ainias Smith,WR,PHI,5.204108131659142,True,Questionable
13.0,336.0,,,False,False,VBD,Hunter Renfrow,WR,CAR,5.200977252272383,True,
13.0,337.0,,,False,False,VBD,Kendre Miller,RB,NO,5.080242953796004,True,Questionable
13.0,338.0,,,False,False,VBD,Josh Whyle,TE,GB,3.060370136234801,True,
13.0,339.0,,,False,False,VBD,Jaleel McLaughlin,RB,DEN,5.074977507428006,True,
13.0,340.0,,,False,False,VBD,Tay Martin,WR,WAS,5.172858131659142,True,
13.0,341.0,,,False,False,VBD,Dallin Holker,TE,NO,3.0251842486429084,True,
13.0,342.0,,,False,False,VBD,Jeremy Ruckert,TE,NYJ,3.0140863885211147,True,
13.0,343.0,,,False,False,VBD,Emanuel Wilson,RB,GB,5.020745788803891,True,Questionable
13.0,344.0,,,False,False,VBD,Mo Alie-Cox,TE,IND,2.997713737332992,True,
13.0,345.0,,,False,False,VBD,Ben Sinnott,TE,WAS,2.977762964632416,True,Questionable
13.0,346.0,,,False,False,VBD,Zaire Mitchell-Paden,TE,BAL,2.9668509153095752,True,
13.0,347.0,,,False,False,VBD,Luke Schoonmaker,TE,DAL,2.9561199383046644,True,
13.0,348.0,,,False,False,VBD,Stone Smartt,TE,NYJ,2.9491411587207934,True,
13.0,349.0,,,False,False,VBD,E.J. Jenkins,TE,PHI,2.939767581976242,True,
13.0,350.0,,,False,False,VBD,Curtis Samuel,WR,BUF,5.055166028212673,True,
13.0,351.0,,,False,False,VBD,Hunter Long,TE,JAX,2.918806589251707,True,
13.0,352.0,206.0,-146.0,False,True,VBD,Adonai Mitchell,WR,IND,5.044749805530808,True,
13.0,353.0,,,False,False,VBD,Zay Jones,WR,ARI,5.030690364874035,True,
13.0,354.0,,,False,False,VBD,Brenden Bates,TE,CLE,2.8871574172514123,True,Questionable
13.0,355.0,,,False,False,VBD,Charlie Kolar,TE,BAL,2.8757793553353537,True,
13.0,356.0,,,False,False,VBD,Lucas Krull,TE,DEN,2.840112043797161,True,
13.0,357.0,112.0,-245.0,False,True,VBD,Matthew Golden,WR,GB,4.956848659246614,True,
13.0,358.0,,,False,False,VBD,Jared Wiley,TE,KC,2.816850915309576,True,
13.0,359.0,,,False,False,VBD,Nick Westbrook-Ikhine,WR,MIA,4.937903621554906,True,
13.0,360.0,,,False,False,VBD,Johnny Mundt,TE,JAX,2.764029277770419,True,
13.0,361.0,,,False,False,VBD,Blake Bell,TE,KC,2.748204479829706,True,
13.0,362.0,,,False,False,VBD,MyCole Pruitt,TE,PIT,2.744388867481386,True,
13.0,363.0,238.0,-125.0,False,True,VBD,Ray Davis,RB,BUF,4.75930077711026,True,
13.0,364.0,,,False,False,VBD,Nate Adkins,TE,DEN,2.7373330699308176,True,
13.0,365.0,,,False,False,VBD,Chris Conley,WR,SF,4.862727490724934,True,
13.0,366.0,195.0,-171.0,False,True,VBD,Keaton Mitchell,RB,BAL,4.732730706476684,True,Questionable
13.0,367.0,183.0,-184.0,False,True,VBD,Braelon Allen,RB,NYJ,4.700196412712367,True,
13.0,368.0,,,False,False,VBD,Jaret Patterson,RB,LAC,4.6976692570342,True,
13.0,369.0,,,False,False,VBD,Anthony Firkser,TE,DET,2.6751381864821813,True,Questionable
13.0,370.0,,,False,False,VBD,Lil'Jordan Humphrey,WR,DEN,4.7885988614398896,True,
13.0,371.0,,,False,False,VBD,John Shenker,TE,LV,2.647406470865131,,
13.0,372.0,,,False,False,VBD,Shedeur Sanders,QB,CLE,10.027471274025686,True,
13.0,373.0,,,False,False,VBD,Will Mallory,TE,IND,2.6325728230179406,True,IR
13.0,374.0,,,False,False,VBD,Cam Grandy,TE,CIN,2.631388186482181,True,
13.0,375.0,,,False,False,VBD,Tim Patrick,WR,JAX,4.765091971502532,True,
13.0,376.0,,,False,False,VBD,Joseph Fortson,TE,KC,2.6251842486429084,,
13.0,377.0,,,False,False,VBD,Kenny Yeboah,TE,NYJ,2.6239875684330647,True,Questionable
13.0,378.0,204.0,-174.0,False,True,VBD,Jaydon Blue,RB,DAL,4.6429119167645805,True,
13.0,379.0,,,False,False,VBD,Jaheim Bell,TE,NE,2.6126658237786176,True,
13.0,380.0,,,False,False,VBD,Josh Reynolds,WR,NYJ,4.741430003085978,True,
13.0,381.0,,,False,False,VBD,Carter Runyon,TE,LV,2.6029620264206863,True,IR
13.0,382.0,,,False,False,VBD,JuJu Smith-Schuster,WR,KC,4.737320735066231,True,Questionable
13.0,383.0,,,False,False,VBD,Nelson Agholor,WR,BAL,4.721512420668395,True,
13.0,384.0,,,False,False,VBD,Quintin Morris,TE,JAX,2.5819349235600253,True,
13.0,385.0,,,False,False,VBD,Ameer Abdullah,RB,IND,4.585929852457438,True,
13.0,386.0,,,False,False,VBD,Ben Sims,TE,MIN,2.545525872164185,True,IR
13.0,387.0,,,False,False,VBD,Julio Jones,WR,PHI,4.681212370352306,True,
13.0,388.0,,,False,False,VBD,Tyquan Thornton,WR,KC,4.668620998797098,True,
13.0,389.0,,,False,False,VBD,Jahdae Walker,WR,CHI,4.653081098744357,True,
13.0,390.0,,,False,False,VBD,Roman Wilson,WR,PIT,4.649131545662152,True,
13.0,391.0,,,False,False,VBD,Royce Freeman,RB,LA,4.521884181435905,True,
13.0,392.0,,,False,False,VBD,Jaylen Wright,RB,MIA,4.484997752404157,True,
13.0,393.0,,,False,False,VBD,Luke Farrell,TE,SF,2.459585472966642,True,
13.0,394.0,,,False,False,VBD,Tanner Conner,TE,MIA,2.459467124321454,True,
13.0,395.0,,,False,False,VBD,John Bates,TE,WAS,2.401262046196772,True,Questionable
13.0,396.0,,,False,False,VBD,Luke McCaffrey,WR,WAS,4.519322607642575,True,
13.0,397.0,,,False,False,VBD,Cam Akers,RB,MIN,4.402005074183236,True,
13.0,398.0,,,False,False,VBD,Ian Thomas,TE,LV,2.382221898034511,True,
13.0,399.0,,,False,False,VBD,Kalif Raymond,WR,DET,4.485582600953547,True,
13.0,400.0,,,False,False,VBD,Sean Tucker,RB,TB,4.367917731557196,True,Questionable
13.0,401.0,243.0,-158.0,False,True,VBD,Tre Harris,WR,LAC,4.478953326587831,True,Questionable
13.0,402.0,,,False,False,VBD,Jack Westover,TE,NE,2.3126658237786177,True,
13.0,403.0,,,False,False,VBD,Jamison Crowder,WR,WAS,4.448091599441936,True,
13.0,404.0,,,False,False,VBD,Kyle Philips,WR,TEN,4.44549808463802,True,
13.0,405.0,,,False,False,VBD,Giovanni Ricci,TE,DET,2.281237252350046,,
13.0,406.0,,,False,False,VBD,John Metchie III,WR,NYJ,4.417312899218924,True,
13.0,407.0,,,False,False,VBD,Eric Tomlinson,TE,LAC,2.2751507488896525,True,
13.0,408.0,,,False,False,VBD,Peyton Hendershot,TE,KC,2.260666223041378,True,
13.0,409.0,,,False,False,VBD,Julian Hill,TE,MIA,2.251781021320727,True,IR
13.0,410.0,,,False,False,VBD,Robert Woods,WR,HOU,4.3804992113215375,True,NA
13.0,411.0,,,False,False,VBD,Tip Reiman,TE,ARI,2.242836513987422,True,PUP
13.0,412.0,,,False,False,VBD,Van Jefferson,WR,TEN,4.378339588808142,True,
13.0,413.0,,,False,False,VBD,Teagan Quitoriano,TE,ATL,2.2409516146905184,True,
13.0,414.0,,,False,False,VBD,Kylen Granson,TE,PHI,2.2377464266214866,True,
13.0,415.0,,,False,False,VBD,John FitzPatrick,TE,GB,2.2337369723621125,True,Questionable
13.0,416.0,,,False,False,VBD,Shedrick Jackson,WR,LV,4.369594964863973,True,
13.0,417.0,,,False,False,VBD,Damien Williams,RB,ARI,4.24133678715671,True,
13.0,418.0,96.0,-322.0,False,True,VBD,Jonathon Brooks,RB,CAR,4.24133678715671,True,Questionable
13.0,419.0,,,False,False,VBD,Odell Beckham Jr.,WR,MIA,4.353233736196561,True,
13.0,420.0,,,False,False,VBD,Devontez Walker,WR,BAL,4.350704304996016,True,
13.0,421.0,,,False,False,VBD,Justin Shorter,TE,LV,2.2126658237786176,True,IR
13.0,422.0,,,False,False,VBD,Nick Kallerup,TE,SEA,2.2126658237786176,True,
13.0,423.0,,,False,False,VBD,David Sills,WR,ATL,4.346498510274016,True,IR
13.0,424.0,,,False,False,VBD,Zavier Scott,RB,MIN,4.227766534377082,True,
13.0,425.0,,,False,False,VBD,Mitchell Tinsley,WR,CIN,4.338355227495162,,
13.0,426.0,,,False,False,VBD,Isaiah Davis,RB,NYJ,4.213136327686451,True,Questionable
13.0,427.0,,,False,False,VBD,Payne Durham,TE,TB,2.192737794206649,True,
13.0,428.0,,,False,False,VBD,Brandon Johnson,WR,PIT,4.299586657937193,True,
13.0,429.0,,,False,False,VBD,Geoff Swaim,TE,CLE,2.1492151904580106,True,
13.0,430.0,,,False,False,VBD,Andrew Ogletree,TE,IND,2.1459505468537454,True,
13.0,431.0,,,False,False,VBD,Durham Smythe,TE,CHI,2.14458129110949,True,
13.0,432.0,205.0,-227.0,False,True,VBD,Malik Willis,QB,GB,9.533699879797757,True,
13.0,433.0,,,False,False,VBD,Jesper Horsted,TE,LV,2.1387871125260163,True,
13.0,434.0,,,False,False,VBD,Ben Yurosek,TE,MIN,2.1272215198155147,True,
13.0,435.0,,,False,False,VBD,Dyami Brown,WR,JAX,4.260145274686089,True,
13.0,436.0,,,False,False,VBD,Damien Harris,RB,BUF,4.139335923700866,True,
13.0,437.0,249.0,-188.0,False,True,VBD,Jaylin Noel,WR,HOU,4.240737964562273,True,Questionable
13.0,438.0,,,False,False,VBD,Trevon Wesco,TE,TEN,2.1022215198155147,True,
13.0,439.0,,,False,False,VBD,Harrison Bryant,TE,HOU,2.100859943154393,True,Questionable
13.0,440.0,,,False,False,VBD,Joshua Dobbs,QB,NE,9.49016724678772,True,
13.0,441.0,,,False,False,VBD,J.J. Taylor,RB,HOU,4.119114564934487,True,
13.0,442.0,,,False,False,VBD,Marquez Valdes-Scantling,WR,PIT,4.214388279455532,True,
13.0,443.0,,,False,False,VBD,Chris Moore,WR,WAS,4.212559810881071,True,
13.0,444.0,,,False,False,VBD,Philip Rivers,QB,IND,9.460510870706624,True,
13.0,445.0,,,False,False,VBD,Brashard Smith,RB,KC,4.085740481930886,True,
13.0,446.0,,,False,False,VBD,Israel Abanikanda,RB,NYJ,4.081002590367532,True,
13.0,447.0,,,False,False,VBD,Mitchell Wilcox,TE,CIN,2.040369902099232,True,
13.0,448.0,,,False,False,VBD,Tyrod Taylor,QB,NYJ,9.411624909848316,True,
13.0,449.0,,,False,False,VBD,Jalen Guyton,WR,LAC,4.156690244994791,True,
13.0,450.0,,,False,False,VBD,C.J. Uzomah,TE,PHI,2.001666139861636,True,
13.0,451.0,,,False,False,VBD,Jahan Dotson,WR,PHI,4.13366458882896,True,
13.0,452.0,,,False,False,VBD,Patrick Taylor,RB,SF,4.01189739907987,True,Questionable
13.0,453.0,,,False,False,VBD,Corey Kiner,RB,ARI,3.997203108441039,True,
13.0,454.0,,,False,False,VBD,Joe Milton III,QB,DAL,9.357690712396328,True,
13.0,455.0,,,False,False,VBD,Tucker Fisk,TE,LAC,1.9477376516128064,True,
13.0,456.0,,,False,False,VBD,Stephen Sullivan,TE,CAR,1.9356857786933048,True,
13.0,457.0,,,False,False,VBD,Brevyn Spann-Ford,TE,DAL,1.9340378529356688,True,
13.0,458.0,,,False,False,VBD,Jack Stoll,TE,NO,1.924529590342204,True,Questionable
13.0,459.0,,,False,False,VBD,Rashaad Penny,RB,PHI,3.9413367871567098,True,
13.0,460.0,263.0,-197.0,False,True,VBD,Xavier Hutchinson,WR,HOU,4.050457774686089,True,
13.0,461.0,,,False,False,VBD,AJ Dillon,RB,PHI,3.90600115127446,True,
13.0,462.0,,,False,False,VBD,Jashaun Corbin,RB,NYG,3.8857812316011535,True,
13.0,463.0,,,False,False,VBD,Isaiah Bond,WR,CLE,3.9922368183301087,True,Questionable
13.0,464.0,,,False,False,VBD,Clyde Edwards-Helaire,RB,KC,3.8752279100430815,True,
13.0,465.0,,,False,False,VBD,Kevin Rader,TE,TEN,1.825127556752783,True,
13.0,466.0,,,False,False,VBD,Eric Saubert,TE,SEA,1.811110830148428,True,
13.0,467.0,,,False,False,VBD,Darius Cooper,WR,PHI,3.944747765411023,True,
13.0,468.0,,,False,False,VBD,Pharaoh Brown,TE,ARI,1.803475115385364,True,
13.0,469.0,,,False,False,VBD,Ross Dwelley,TE,DET,1.801666139861636,True,
13.0,470.0,,,False,False,VBD,Josiah Deguara,TE,ARI,1.796918154888084,True,
13.0,471.0,,,False,False,VBD,Bo Melton,WR,GB,3.930193699581453,True,
13.0,472.0,,,False,False,VBD,Blake Whiteheart,TE,CLE,1.7932030800725318,True,
13.0,473.0,,,False,False,VBD,Kyle Williams,WR,NE,3.9168486592466136,False,
13.0,474.0,,,False,False,VBD,Isaiah Hodgins,WR,NYG,3.914262647761187,True,
13.0,475.0,,,False,False,VBD,Trey Palmer,WR,TB,3.88829805595023,True,
13.0,476.0,,,False,False,VBD,Robert Tonyan,TE,KC,1.7513329118893088,True,
13.0,477.0,,,False,False,VBD,Jamaal Williams,RB,NO,3.760993948944837,True,
13.0,478.0,,,False,False,VBD,Mike Woods,WR,CLE,3.87608847135748,,
13.0,479.0,,,False,False,VBD,Jeremy McNichols,RB,WAS,3.7546642585746257,True,IR
13.0,480.0,,,False,False,VBD,Anthony McFarland,RB,PIT,3.752447898267821,True,
13.0,481.0,,,False,False,VBD,Charlie Woerner,TE,ATL,1.7327698272020542,True,
13.0,482.0,194.0,-288.0,False,True,VBD,Tank Bigsby,RB,JAX,3.7504230392706255,True,
13.0,483.0,,,False,False,VBD,Michael Bandy,WR,DEN,3.86634821161722,True,
13.0,484.0,,,False,False,VBD,Rod Williams,TE,PIT,1.7020506336758598,,
13.0,485.0,,,False,False,VBD,David Martin-Robinson,TE,TEN,1.688390652015792,True,
13.0,486.0,,,False,False,VBD,Zamir White,RB,LV,3.701860346387825,True,
13.0,487.0,,,False,False,VBD,Derrick Gore,RB,WAS,3.696892342712265,True,
13.0,488.0,,,False,False,VBD,Matt Breida,RB,NYG,3.693906242114781,True,
13.0,489.0,,,False,False,VBD,Ollie Gordon II,RB,MIA,3.6857404819308863,True,Questionable
